Processes: 387 total, 3 running, 384 sleeping, 2586 threads 
2020/09/09 10:04:07
Load Avg: 2.41, 2.65, 2.77 
CPU usage: 6.84% user, 12.70% sys, 80.45% idle 
SharedLibs: 135M resident, 40M data, 16M linkedit.
MemRegions: 144043 total, 2227M resident, 53M private, 850M shared.
PhysMem: 8140M used (1677M wired), 50M unused.
VM: 1869G vsize, 1883M framework vsize, 29651980(0) swapins, 30319546(0) swapouts.
Networks: packets: 4338384/2599M in, 3143144/1589M out.
Disks: 6390050/212G read, 3316156/147G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS     %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT   MSGRECV   SYSBSD   SYSMACH   CSW       PAGEINS IDLEW   POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
145    apsd             0.0  00:29.89 4     1   200    7096K  0B    6724K  145   1     sleeping *0[1]      0.00000 0.00000    0   148510     306     543291     263192     232442    1573724    634248     11676   5525     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
137    diskarbitrationd 0.0  00:15.27 2     1   268    2152K  0B    1428K  137   1     sleeping *0[1]      0.00000 0.00000    0   150705     3339    497258     10908      243170    1032755    154306     775     16       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
131    watchdogd        0.0  00:03.85 3     1   45     1064K  0B    708K   131   1     sleeping *0[1]      0.00000 0.00000    0   10044      134     72388      35179      24205     163279     61365      145     3903     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
119    systemstats      0.0  01:28.76 2     1   107    14M    0B    13M    119   1     sleeping  0[144]    0.00000 0.00000    0   344265     261     100528     68778      12037810  1334292    1005392    7478    2869     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
114    kextd            0.0  00:22.63 2     1   68     12M    0B    12M    114   1     sleeping *0[22]     0.00000 0.00000    0   171888     1415    10767      3411       349348    26788      104153     21903   79       0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
110    UserEventAgent   0.0  00:10.96 4     1   614    4536K  0B    2928K  110   1     sleeping *0[1]      0.00000 0.00000    0   100812     258     75438      45003      256261    141763     280774     3274    816      0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
109    syslogd          0.0  00:06.75 3     2   96     1020K  0B    520K   109   1     sleeping  0[3642]   0.00000 0.00000    0   37285      80      23565      1826       350351    56164      114172     443     1220     0.0   0         0         root               N/A    N/A   N/A   N/A   N/A   N/A  
Processes: 387 total, 2 running, 385 sleeping, 2593 threads 
2020/09/09 10:04:09
Load Avg: 2.41, 2.65, 2.77 
CPU usage: 6.64% user, 3.67% sys, 89.67% idle 
SharedLibs: 135M resident, 40M data, 16M linkedit.
MemRegions: 144043 total, 2227M resident, 53M private, 850M shared.
PhysMem: 8146M used (1677M wired), 44M unused.
VM: 1865G vsize, 1883M framework vsize, 29651980(0) swapins, 30319546(0) swapouts.
Networks: packets: 4338402/2599M in, 3143177/1589M out.
Disks: 6390093/212G read, 3316179/147G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG  CMPRS  PGRP  PPID  STATE    BOOSTS     %CPU_ME %CPU_OTHRS UID FAULTS     COW     MSGSENT    MSGRECV    SYSBSD    SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS    CYCLES    USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
33227  Discord Helper ( 19.5 17:25.63 48    4   435+   175M+  0B    74M-   33220 33220 sleeping *0[213]    0.05913 0.00000    502 1230191+   12679+  2837170+   496479+    8497389+  14764059+  8949802+   9731    1437002+ 36.2  365991497 476588125 wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37138  Google Chrome He 13.9 00:36.92 21    1   296+   295M+  0B    88M-   1094  1094  sleeping *0[6]      0.00000 0.00000    502 330421+    4708+   66744+     37182+     128475+   243132+    119159+    42      6508+    14.4  452246647 466038780 wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
224    coreaudiod       5.5  32:29.86 10    2   281    5800K  0B    4704K  224   1     sleeping *0[1]      0.00000 0.05913    202 407253+    280     17123331+  3234409+   21317741+ 28018158+  15290704+  7756    1055186+ 9.4   173234840 134459541 _coreaudiod        N/A    N/A   N/A   N/A   N/A   N/A  
23855  idea             5.5  62:20.11 108   2   685+   2284M  1028K 973M-  23855 1     sleeping *0[3873+]  0.00000 0.29335    502 15989702+  27244   6422829+   2005066+   27157908+ 16431751+  18518398+  18333   644490+  8.9   44922861  145460471 wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
11105  Google Chrome He 5.0  06:51:22 21    1   214    126M   0B    85M-   1094  1094  sleeping *0[6]      0.00000 0.00000    502 45679259+  8812    14151165+  7899445+   39703398+ 32517817+  46649711+  10262   238607+  5.0   191389619 156511844 wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37310  top              4.8  00:00.58 1/1   0   25     3608K  0B    0B     37310 25194 running  *0[1]      0.00000 0.00000    0   2413+      101     352098+    176039+    5137+     187414+    318+       7       1        4.8   118871274 165284185 root               N/A    N/A   N/A   N/A   N/A   N/A  
0      kernel_task      4.3  01:58:44 293/8 0   0      94M    0B    0B     0     0     running   0[0]      0.00000 0.00000    0   240759     0       214373644+ 193093938+ 0         0          741818368+ 0       8556141+ 0.0   112622091 505662062 root               N/A    N/A   N/A   N/A   N/A   N/A  
253    WindowServer     2.7  02:19:10 11    4   1387+  644M-  576K  117M   253   1     sleeping *0[1]      0.70458 0.00063    88  260199605+ 20559   96500942+  45591042+  34568029+ 121433267+ 45537849+  20019   1532579+ 3.2   32852071  82068673  _windowserver      N/A    N/A   N/A   N/A   N/A   N/A  
336    mds_stores       2.5  04:25.14 6     4   90+    55M+   0B    41M-   336   1     sleeping *0[1]      0.01373 2.44419    0   2753214+   1967    598618+    213128+    5958549+  742621+    2097304+   313134  20115+   2.5   81804934  59401029  root               N/A    N/A   N/A   N/A   N/A   N/A  
33221  Discord Helper ( 1.6  01:38.24 9     1   166+   124M+  0B    42M-   33220 33220 sleeping *0[1]      0.00000 0.00000    502 159598+    1511    990449+    489402+    670400+   2217251+   1155835+   1949    135261+  3.1   10095836  40513168  wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1257   Google Chrome He 1.3  02:10:02 11    1   660    672M   0B    260M-  1094  1094  sleeping *0[1]      0.00000 0.00000    502 7613388+   3042    103744522+ 53482319+  23816350+ 116418022+ 55638191+  40804   1202825+ 1.3   16834497  41192135  wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37294  java             1.1  00:09.01 31    1   325    172M+  2432K 0B     23855 37291 sleeping *0[17+]    0.00000 0.51211    502 100411+    1612    32123+     8429+      50303+    61536+     31537+     5421    903+     1.7   20337039  36662358  wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
168    bluetoothd       0.8  02:19.78 4     2   167+   5936K+ 0B    3632K  168   1     sleeping *0[1]      0.00000 0.77266    0   113541+    265     2799764+   1926947+   1176994+  4135730+   1490516+   11532   7618     0.8   10217353  22176652  root               N/A    N/A   N/A   N/A   N/A   N/A  
1113   Moveslink2       0.8  13:10.07 10    3   311    33M    4096B 25M    1113  1     sleeping *0[2538]   0.00000 0.00000    502 235958     667     16385040+  7708531+   15327494+ 19879416+  9629123+   6637    3058698+ 3.4   6991829   18239360  wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
163    mysqld           0.7  09:33.84 39    0   61     319M   0B    318M   163   1     sleeping *0[1]      0.00000 0.00000    74  107961     721     162846+    81304+     24351521+ 83365+     13770485+  5758    4803929+ 4.8   1979868   14457511  _mysql             N/A    N/A   N/A   N/A   N/A   N/A  
1094   Google Chrome    0.7  38:20.48 34    2   1444   377M   0B    273M-  1094  1     sleeping *0[7395+]  0.00000 0.09746    502 7657366+   69921   22518466+  13696927+  31881063+ 95741230+  21895429+  197841  164744   0.7   8222217   23762696  wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
33220  Discord          0.7  00:30.18 32    2   493    70M+   0B-   26M    33220 1     sleeping *0[258]    0.00063 0.00000    502 146689+    1850    446471+    213042+    376451+   1045992+   256631+    2443    3339     0.7   15245690  22111834  wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
135    mds              0.6  03:29.36 8     5   399+   39M+   0B    31M-   135   1     sleeping *0[1]      0.00000 0.14984    0   1441411+   399     757075+    205337+    6672692+  741991+    3080232+   11500   79074+   0.7   6533394   14558662  root               N/A    N/A   N/A   N/A   N/A   N/A  
169    hidd             0.6  11:02.59 6     3   296    6712K  0B    4032K  169   1     sleeping *0[1]      0.01067 0.00000    261 716422+    170     3036269+   2815313+   15229703+ 9903339+   9462726+   8101    16155    0.6   4366661   18083755  _hidd              N/A    N/A   N/A   N/A   N/A   N/A  
1109   Backup and Sync  0.6  05:10.65 49    1   250    192M   12K   156M   1109  1     sleeping *0[2547]   0.00000 0.00000    502 1049781    2748    175049     24330      4636300+  983673+    2043553+   6153    138363+  0.7   21625170  22874110  wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
10335  Google Chrome He 0.2  19:46.39 19    1   387    227M+  0B    212M-  1094  1094  sleeping *0[7]      0.00000 0.00000    502 6162905+   3543    1361193+   1174694+   3051493+  16095745+  10295815+  11070   1392309+ 0.3   2540151   7632321   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
2752   Backup and Sync  0.2  00:40.12 6     1   142-   143M-  0B    135M   1109  1109  sleeping *0[1017]   0.00000 0.00000    502 322564     2261    28985+     3154       622506+   173427+    404581+    3287    42752+   0.3   2362185   5831322   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1042   sharingd         0.2  01:45.07 4     1   255    19M    0B    15M-   1042  1     sleeping *0[1]      0.77266 0.00000    502 240086+    638     1312677+   825930+    1411002+  5498509+   1625530+   16033   12010    0.2   1358793   6357581   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1354   Backup and Sync  0.2  04:23.58 49    1   250    181M   12K   145M   1109  1     sleeping *0[2598]   0.00000 0.00000    502 852200     2325    165986     23339      3838705+  962224+    1660960+   6216    138383+  0.4   1875299   5259138   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1353   Backup and Sync  0.2  04:29.20 49    1   250    183M   12K   147M   1109  1     sleeping *0[2534]   0.00000 0.00000    502 827736     2020    168903     23744      3809113+  968534+    1661274+   6510    137770+  0.4   1850759   5324105   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
119    systemstats      0.2  01:28.77 3     2   108+   14M+   0B    13M-   119   1     sleeping  0[144]    0.00000 0.00000    0   344268+    261     100528     68778      12037814+ 1334379+   1005452+   7478    2869     0.2   988172    5108412   root               N/A    N/A   N/A   N/A   N/A   N/A  
1563   OneDrive         0.1  01:14.91 14    1   292    28M    20K   21M-   1563  1     sleeping *0[2495]   0.00000 0.00000    502 404328+    1331    151783+    39555+     1839950+  358801+    1473303+   28015   297434+  0.4   1877219   4868973   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
953    UserEventAgent   0.1  00:32.18 2     1   872    7428K  0B    5224K  953   1     sleeping *0[1]      0.00000 0.00000    502 126761     291     67421      22493      104543    1346105+   726197+    2977    1329     0.1   774143    4847062   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37283  mdworker_shared  0.1  00:00.08 4     1   50     4616K+ 0B    2476K- 37283 1     sleeping *0[1]      2.29404 0.00000    502 4587+      195     681+       297+       915+      755+       211+       42      0        0.1   2181662   4470198   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37291  java             0.1  00:15.86 28    1   118    191M   0B    14M    23855 23855 sleeping *0[1]      0.00000 0.00000    502 131212     413     10621      5290       187326+   16396      36060+     266     780+     0.9   487332    3933271   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1258   Google Chrome He 0.1  08:16.74 9     1   152    63M    0B    34M    1094  1094  sleeping *0[4]      0.00000 0.00000    502 1205792    14752   3925613+   2231030+   12063258+ 6096460+   4574902+   33803   104941+  0.5   958389    3893613   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1057   useractivityd    0.1  00:32.63 2     1   104    7028K  0B    5548K  1057  1     sleeping *6[3954]   0.00000 0.00000    502 88664      233     64476      41963      212008    1387928+   744934+    1987    4844     0.1   685295    4218324   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1046   cloudpaird       0.1  00:21.07 2     1   90     6668K  0B    6220K  1046  1     sleeping  0[41]     0.00000 0.00000    502 55712      234     34254      36518      8077      1269919+   570234+    527     280      0.1   828446    4199036   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
36863  Dropbox          0.1  00:17.88 141   1   546    270M   0B    222M   36863 1     sleeping *0[157]    0.00000 0.00000    502 240940     9159    14095      3200       666722+   47189+     230054+    3299    5086+    0.2   648696    3207179   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
30393  java             0.1  00:18.43 24    1   105    113M   0B    112M   23855 23855 sleeping *0[1]      0.00000 0.00000    502 37575      413     3254       1606       639613+   5985       371078+    292     128954+  0.7   361387    2374780   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
13651  Google Chrome He 0.1  04:05.40 17    2   230    201M+  0B    189M   1094  1094  sleeping *0[8]      0.00000 0.00000    502 1864455+   12090   610655+    258120+    759666+   3159261+   1568327+   5366    44740+   0.1   1548217   3853475   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
36886  Dropbox Web Help 0.1  00:02.85 15    1   145    46M+   0B    40M-   36863 36863 sleeping *0[5]      0.00000 0.00000    502 34095+     1738    7842+      4817+      14630+    60666+     11795+     108     2292+    0.2   583124    2861896   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1262   Google Chrome He 0.1  01:22.91 17    2   146    97M+   0B    91M-   1094  1094  sleeping *0[5]      0.00000 0.00000    502 947824+    4297    276601+    92262+     483955+   1033567+   664740+    7302    40263+   0.1   1128255   3531662   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
33315  usbd             0.1  00:03.32 2     1   58     2812K  0B    2420K  33315 1     sleeping  0[0]      0.00000 0.00000    0   3890       153     114045+    68304+     29681+    220730+    32360+     36      15       0.1   622193    2069671   root               N/A    N/A   N/A   N/A   N/A   N/A  
36894  mdworker_shared  0.0  00:00.21 4     1   50     9792K  0B    8848K- 36894 1     sleeping *0[1]      0.29999 0.00000    502 15566+     195     974+       396+       2188+     1929+      759+       4       0        0.0   1172892   2299365   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1420   jetbrains-toolbo 0.0  00:23.93 14    1   222    68M+   0B    65M-   1035  1035  sleeping *0[1]      0.00000 0.00000    502 582434+    5763    42025+     18856+     50473     197876+    195073+    34758   5280+    0.1   1080865   2098686   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
22086  Google Chrome He 0.0  13:16.85 19    2   454    457M   0B    437M   1094  1094  sleeping *0[6]      0.00000 0.00000    502 8197823    18842   1220094+   573978+    7051212+  5997719+   3594313+   9213    14773    0.0   659959    2607472   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
29213  Google Chrome He 0.0  00:13.91 16    2   146    125M   0B    118M-  1094  1094  sleeping *0[5]      0.00000 0.00000    502 224209+    2041    55156+     18170+     112525+   193382+    130980+    2081    6329     0.0   668585    2559806   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
2878   Google Chrome He 0.0  10:24.61 19    2   269    119M   0B    113M   1094  1094  sleeping *0[7]      0.00000 0.00000    502 1833489    7310    1871499+   1145260+   3455462+  9267205+   4157574+   3770    382584   0.0   803063    2515745   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
36879  Dropbox Web Help 0.0  00:00.62 10    1   167    39M    0B    23M    36863 36863 sleeping *0[1]      0.00000 0.00000    502 20649      1786    33877+     14359+     5547      33448+     4919+      347     534+     0.2   244859    1145459   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
29238  PerfPowerService 0.0  00:06.37 5     2   225+   10M+   64K   4596K  29238 1     sleeping  0[1363]   0.00000 0.00000    0   64575+     262     41015      17235      97988+    44728      69526+     3424    856+     0.1   235880    1128309   root               N/A    N/A   N/A   N/A   N/A   N/A  
36895  Dropbox Web Help 0.0  00:01.89 15    1   136    43M    0B    41M    36863 36863 sleeping *0[4]      0.00000 0.00000    502 30560      1709    6876+      4546+      7775+     56301+     8376+      6       2364+    0.1   261321    1313682   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1219   storagekitd      0.0  00:32.68 7     3   74     4044K  0B    3276K  1219  1     sleeping  0[1753]   0.00000 0.00000    0   57893      197     207939+    20263      916010+   365333+    877537+    1270    38556+   0.1   144242    698884    root               N/A    N/A   N/A   N/A   N/A   N/A  
1334   Google Chrome He 0.0  03:48.03 16    2   151    94M    0B    91M    1094  1094  sleeping *0[8]      0.00000 0.00000    502 657089     9525    1052583+   296856+    957112+   3621555+   1560158+   2390    158472   0.0   394135    1839582   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
33222  Discord Helper   0.0  00:02.89 7     1   97     12M    0B    9764K  33220 33220 sleeping *0[1]      0.00000 0.00000    502 26147      1407    17895+     12906+     61304+    33689+     46798+     1125    866      0.0   262556    1318530   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
115    fseventsd        0.0  02:16.12 10    1   269    6256K  0B    3852K  115   1     sleeping *0[1]      0.00000 0.00000    0   556448+    122     256131+    4732       6360011+  1254152+   1281958+   770     129748+  0.0   332351    852976    root               N/A    N/A   N/A   N/A   N/A   N/A  
122    powerd           0.0  02:54.42 3     2   113    2892K  0B    1656K  122   1     sleeping *0[1]      0.00000 0.02439    0   491503+    184     4192305+   1415479+   2003533+  5619993+   3076924+   6744    5865     0.0   203570    889829    root               N/A    N/A   N/A   N/A   N/A   N/A  
11123  Google Chrome He 0.0  00:51.60 16    2   210    86M    0B    82M    1094  1094  sleeping *0[4]      0.00000 0.00000    502 378212     2041    226183+    110496+    271459+   1156979+   512115+    733     28512    0.0   320932    1454771   wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1035   jetbrains-toolbo 0.0  02:23.10 45    1   419    262M   4096B 232M   1035  1     sleeping *0[1]      0.00000 0.00000    502 1796331    2392    195236     58345      2374599+  682119     1809810+   16266   327811+  0.3   101363    837366    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
36899  FinderSyncAPIExt 0.0  00:01.74 3     1   145    5380K  0B    3916K  36899 1     sleeping *0[39]     0.00000 0.00000    502 22700      273     1149       246        37159+    10764+     4808+      108     1487+    0.1   134552    979373    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
22416  Google Chrome He 0.0  00:41.43 15    1   159    76M    0B    69M    1094  1094  sleeping *0[5]      0.00000 0.00000    502 301947     2065    224105+    79505+     249133    806160+    447443+    1501    7526+    0.0   143280    849239    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
982    CommCenter       0.0  00:12.05 7     2   138    8456K  0B    7056K- 982   1     sleeping *0[1]      0.00000 0.00000    502 85386+     639     55833+     10659      224224+   74730+     345194+    9690    10187    0.0   132486    933607    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1271   Google Chrome He 0.0  00:28.76 15    1   144    45M    0B    43M    1094  1094  sleeping *0[5]      0.00000 0.00000    502 408958     2103    108139+    40630+     113699    305096+    209045+    607     3828+    0.0   225191    831054    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
969    Finder           0.0  02:00.71 8     2   754    106M   0B    85M    969   1     sleeping  0[3600]   0.00000 0.00000    502 1626041+   1282    597442+    239800+    721366+   1692825+   794484+    46038   3226     0.0   80503     366459    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
120    configd          0.0  03:35.47 10    3   560    9704K  0B    8396K  120   1     sleeping *0[1]      0.00000 0.01122    0   2122224+   389     6582528+   2403079+   6040034+  9908978+   2402815+   10356   966      0.0   265320    611888    root               N/A    N/A   N/A   N/A   N/A   N/A  
1      launchd          0.0  03:32.98 6     5   3293   23M    0B    12M    1     0     sleeping  0[0]      0.00000 0.01484    0   414570     4958    2109223+   550873+    3339285+  2732661+   1330003+   2354    2940     0.0   269127    533641    root               N/A    N/A   N/A   N/A   N/A   N/A  
126    logd             0.0  01:28.62 4     3   1168   35M+   0B    33M    126   1     sleeping *0[1]      0.00000 0.00000    0   564653+    146     388666+    418527+    2008241+  493194+    1410832+   88262   3916     0.0   103899    515986    root               N/A    N/A   N/A   N/A   N/A   N/A  
11110  Google Chrome He 0.0  01:10.46 16    2   167    62M    0B    60M    1094  1094  sleeping *0[3]      0.00000 0.00000    502 546907     1993    307096+    200349+    645357+   1404426+   727443+    1037    22816    0.0   159206    652451    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
11113  Google Chrome He 0.0  00:29.73 16    2   155    47M    0B    44M    1094  1094  sleeping *0[3]      0.00000 0.00000    502 283345     2014    191660+    100615+    364830+   639215+    455931+    322     15770    0.0   129746    643683    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
976    lockoutagent     0.0  00:21.36 3     2   77     4180K  0B    3240K  976   1     sleeping *0[1]      0.00000 0.00000    502 27504      172     90338+     2176       766188+   336554+    531829+    481     33776+   0.0   88044     440420    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
13647  Google Chrome He 0.0  01:33.17 15    1   148    65M    0B    63M    1094  1094  sleeping *0[5]      0.00000 0.00000    502 303865     9179    646509+    225849+    603077+   2104299+   948321+    3478    62865    0.0   148819    591667    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
11114  Google Chrome He 0.0  00:30.17 16    2   157    47M    0B    45M    1094  1094  sleeping *0[3]      0.00000 0.00000    502 298197     1999    208949+    114878+    398836+   683255+    454426+    221     16582    0.0   135167    584473    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
11111  Google Chrome He 0.0  00:28.99 16    2   147    43M    0B    41M    1094  1094  sleeping *0[3]      0.00000 0.00000    502 247537     1988    199871+    99242+     412986+   707969+    478936+    155     18700    0.0   132236    551212    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
1281   Google Chrome He 0.0  00:35.87 16    2   135    46M    0B    44M    1094  1094  sleeping *0[3]      0.00000 0.00000    502 383669     2033    209241+    91410+     384489+   644730+    480115+    964     28442    0.0   130568    552407    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
2876   Google Chrome He 0.0  00:30.03 16    2   142    41M    0B    39M    1094  1094  sleeping *0[3]      0.00000 0.00000    502 238339     2011    204328+    73833+     346219+   559688+    453480+    2358    34481    0.0   130232    547439    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
13649  Google Chrome He 0.0  00:15.92 16    2   142    67M    0B    65M    1094  1094  sleeping *0[5]      0.00000 0.00000    502 203240     2093    122847+    47954+     153567+   287733+    242802+    351     13077    0.0   130153    531771    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
171    corebrightnessd  0.0  00:30.21 3     2   115    4160K  0B    3212K  171   1     sleeping *0[1]      0.00000 0.00000    0   64858      175     674013     509801     464637+   1655070    673251+    3846    3730     0.0   49595     258797    root               N/A    N/A   N/A   N/A   N/A   N/A  
21488  akd              0.0  00:02.15 3     1   108    4612K  0B    4236K  21488 1     sleeping  0[415]    0.00000 0.00000    502 51239      242     9434       2799       34171+    16320      35266+     837     971      0.0   33347     241374    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
452    com.avast.proxy  0.0  01:23.59 36    1   95     65M    0B    61M    452   1     sleeping *0[1]      0.00000 0.00000    0   330551     233     14570      335        1991348+  45249      1201474+   4001    35323+   0.0   47897     165719    root               N/A    N/A   N/A   N/A   N/A   N/A  
172    AirPlayXPCHelper 0.0  00:16.12 6     3   118    5732K  0B    5200K  172   1     sleeping *0[1]      0.00000 0.00000    0   55651      216     219098+    107388+    304177+   139386+    359804+    3192    37826    0.0   50180     229388    root               N/A    N/A   N/A   N/A   N/A   N/A  
34742  sandboxd         0.0  00:00.09 3     2   34     1140K  0B    1068K  34742 1     sleeping *0[1]      0.00000 0.00000    0   1300       151     123        33         4282+     293        1814+      39      399+     0.0   29415     213107    root               N/A    N/A   N/A   N/A   N/A   N/A  
1070   commerce         0.0  00:05.38 3     1   94     7176K  0B    6708K  1070  1     sleeping  0[275]    0.00000 0.00000    502 103844     281     10950      2210       52507+    22261      73863+     1325    3762     0.0   47859     248350    wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
342    com.avast.filesh 0.0  00:11.20 2     1   38     3288K  0B    1884K  342   1     sleeping *0[1]      0.00000 0.00000    0   37167      214     1278       486        602390+   2824       223898+    654     33972+   0.0   11953     76948     root               N/A    N/A   N/A   N/A   N/A   N/A  
256    mDNSResponderHel 0.0  00:04.90 3     1   36     1644K  0B    1568K  256   1     sleeping *0[1]      0.00000 0.00000    0   5864       124     162708+    81431+     82536+    81725+     116577+    246     31301    0.0   28930     204712    root               N/A    N/A   N/A   N/A   N/A   N/A  
288    com.avast.daemon 0.0  03:30.73 21    0   40     40M    0B    35M    288   1     sleeping *0[1]      0.00000 0.00000    0   5440680    2225    2966       1391       1894128+  37496      1202825+   1347172 50070+   0.0   17210     104573    root               N/A    N/A   N/A   N/A   N/A   N/A  
37296  mdworker_shared  0.0  00:00.06 3     1   48     3532K  0B    0B     37296 1     sleeping *0[1]      0.00000 0.00000    502 2187       193     653        289        769       616        379        10      1        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37295  mdworker_shared  0.0  00:00.06 3     1   48     3476K  0B    0B     37295 1     sleeping *0[1]      0.00000 0.00000    502 2167       193     651        287        772       609        325        9       1        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37243  mdworker_shared  0.0  00:00.06 3     1   48     3528K  0B    2760K  37243 1     sleeping *0[1]      0.00000 0.00000    502 2250       193     698        304        910       689        201        19      1        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37231  mdworker_shared  0.0  00:00.06 3     1   48     3412K  0B    2036K  37231 1     sleeping *0[1]      0.00000 0.00000    502 2160       193     643        285        742       600        382        24      0        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37212  Backup and Sync  0.0  00:02.04 3     1   138    127M   0B    126M   1109  1354  sleeping *0[9]      0.00000 0.00000    502 41134      1960    723        141        27039     1836       4479       1325    3        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37149  mdworker_shared  0.0  00:00.10 4     1   50     6404K  0B    5760K  37149 1     sleeping *0[1]      0.00000 0.00000    502 6788       195     730        313        1218      1022       521        0       0        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37148  mdworker_shared  0.0  00:00.10 4     1   50     8156K  0B    7376K  37148 1     sleeping *0[1]      0.00000 0.00000    502 7407       195     735        320        1186      1023       458        0       0        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37146  mdworker_shared  0.0  00:00.08 3     1   48     4608K  0B    4004K  37146 1     sleeping *0[1]      0.00000 0.00000    502 3604       193     709        308        940       698        449        0       0        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37145  mdworker_shared  0.0  00:00.16 4     1   50     7528K  0B    6680K  37145 1     sleeping *0[1]      0.00000 0.00000    502 11651      195     913        376        1787      1436       1056       0       2        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
37142  mdworker_shared  0.0  00:00.11 4     1   50     6816K  0B    5620K  37142 1     sleeping *0[1]      0.00000 0.00000    502 8558       195     739        318        1263      1142       561        0       0        0.0   0         0         wadkan             N/A    N/A   N/A   N/A   N/A   N/A  
